Folder,Filename,FullPath,IssueType,Details,Width,Height,MeanBrightness,StdDev,LaplacianVar
02.02\2015\K1\1X,02_02-2015_05_27-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_05_27-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_05_28-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_05_28-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_05_29-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_05_29-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_06_02-10_05-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_06_02-10_05-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_06_03-10_30-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_06_03-10_30-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_06_04-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_06_04-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_06_06-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_06_06-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_06_09-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_06_09-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K1\1X,02_02-2015_06_10-10_00-K1-1X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K1\1X\02_02-2015_06_10-10_00-K1-1X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_05-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_05-10_00-K2-10X.jpeg,BLURRED,Very blurry (Laplacian variance: 45.03),2288,1712,101.93,9.76,45.03
02.02\2015\K2\10X,02_02-2015_01_23-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_23-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_24-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_24-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_25-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_25-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_28-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_28-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_29-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_29-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_30-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_30-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_01_31-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_01_31-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_01-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_01-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_03-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_03-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_04-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_04-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_06-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_06-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_07-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_07-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_08-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_08-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_09-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_09-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_10-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_10-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_12-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_12-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_13-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_13-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_15-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_15-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_16-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_16-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_19-11_48-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_19-11_48-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_20-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_20-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_21-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_21-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_22-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_22-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_24-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_24-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_25-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_25-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_26-10_57-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_26-10_57-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_27-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_27-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_02_28-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_02_28-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_02-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_02-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_03-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_03-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_06-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_06-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_08-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_08-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_09-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_09-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_10-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_10-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_11-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_11-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_16-10_23-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_16-10_23-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_19-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_19-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_20-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_20-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_21-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_21-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_22-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_22-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_23-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_23-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_24-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_24-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_26-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_26-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_27-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_27-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_28-09_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_28-09_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_03_30-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_03_30-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_03-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_03-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_04-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_04-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_05-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_05-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_07-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_07-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_09-09_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_09-09_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_10-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_10-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_11-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_11-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_12-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_12-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_16-10_06-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_16-10_06-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_17-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_17-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_18-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_18-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_23-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_23-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_24-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_24-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_25-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_25-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_27-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_27-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_28-10_28-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_28-10_28-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_04_29-10_42-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_04_29-10_42-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_02-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_02-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_04-10_15-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_04-10_15-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_05-10_52-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_05-10_52-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_06-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_06-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_08-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_08-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_12-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_12-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_13-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_13-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_14-09_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_14-09_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_15-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_15-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_16-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_16-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_17-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_17-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_19-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_19-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_20-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_20-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_21-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_21-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_22-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_22-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_23-11_14-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_23-11_14-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_26-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_26-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_27-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_27-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_29-10_00-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_29-10_00-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
02.02\2015\K2\10X,02_02-2015_05_31-10_04-K2-10X.jpeg,C:\Users\ASUS\Desktop\Ders\blg521\data\02.02\2015\K2\10X\02_02-2015_05_31-10_04-K2-10X.jpeg,TRUNCATED,JPEG missing standard EOI marker \xFF\xD9,0,0,0.00,0.00,0.00
